,PPPP,ST,PTI,PML-Q,MQMP,IND,MMA,MQM,PPP-SB,PML-N,NMP,PAT,PML-F,TI,PMKP,LPP,PFP,SURA,PMA,PIT,PML-Z,PML-J,ANP,AQP,PAP,LPP-K,PKMAP,BNDP,JWP,QJP,IP,PWrP,BNP,BNM,IMH,KJPP,JQM,BNC,TJP,PWP,PSDP,PJAP,MJH,PPP-S,HQM,PDP,PQA,PSP,SPP,TPP,QIP,MNAKA,PGP,PML-Jinnah,NPP-WG,JUP-NS,PATI,THP,MM,SSMP,PSPP,MIT,NWP,District
10,0.0,0.0,0.0,0.0789290874736023,0.0,0.00191730576858953,0.203673667094768,0.0,0.0,0.00038557676966441526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805655268715298,0.0,0.0,0.0,0.0,0.2900075485046925,0.10795706358914357,0.0,0.0,0.0,0.0041872194582744425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,khuzdar
11,0.11819661054344378,0.0,0.0,0.5202250286324943,0.0,0.0,0.051014689647341176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017399524939849025,0.00476426867441636,0.0,0.0,0.0,0.15044580333965546,0.13180505922785202,0.0,0.0,0.0,0.0008204286739821557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,awaran
12,0.064357223884471,0.0,0.0,0.20499569849474455,0.0,0.0,0.3142497065943012,0.0,0.0,0.0002822539258955147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014719397413964799,0.0,0.0,0.0,0.0,0.0027455609155290976,0.17030652532098112,0.0,0.0,0.0,0.0073129426254747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kharan
13,0.0,0.0,0.0,0.004958974161940981,0.0,0.12408154323206903,0.0661778185697089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08377405290791531,0.0,0.0,0.0,0.0,0.033040076628296985,0.44032187543429857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kech
14,0.0004584819154355578,0.0,0.0,0.21915435557819662,0.0,0.0,0.5218543046357615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07432501273560876,0.0,0.0,0.0,0.16597045338767194,0.0,0.0,0.0,0.0,0.008965868568517575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ziarat
15,0.012616624257845632,0.0,0.0,0.11556403731976252,0.0,0.0,0.2143765903307888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30714588634435963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,musakhail
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004348029360886437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barkhan
17,0.0,0.0,0.003346035876940236,0.0688725718003532,0.0,0.0,0.1541964866623292,0.0,0.0,0.026768287015521888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12157263686216191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09610558602100568,0.0,0.0,0.0,0.0,0.07035969885677107,0.04284784831304025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sherani
18,0.0014711575687185443,0.0,0.0,0.0013937282229965157,0.0,0.0,0.21819589624467672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23453348819202477,0.0,0.0,0.0,0.2957026713124274,0.0,0.1927216415021293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harnai
19,0.0,0.0,0.0005018894662257912,0.4319792158715163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01254723665564478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kohlu
20,0.0,0.0,0.0,0.0,0.0,0.0166056338028169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833943661971831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dera
21,0.10447320100359618,0.0,0.0,0.5011293042322148,0.0,0.00022999835715459174,0.043583957647832454,0.0,0.003176167789277696,0.006863637896725016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29902891510412566,0.0,0.0,0.0,0.0,0.007283281309895406,0.0,0.0,0.015935540809236665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jaffarabad
22,0.0,0.0,0.0,0.9076382861200979,0.0,0.002091059733291249,0.059851653120808014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03041900102580289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jahl
23,0.4094813872096723,0.0,0.0,0.04203344292431152,0.0,0.0,0.2225403895782515,0.0012019655672216919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050093682610387,0.14398840456746917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mastung
24,0.19989433744776908,0.0,0.0,0.23509917871379857,0.0,0.0,0.09562460976898324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029297344027664376,0.01781854858075981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chagai
25,0.0,0.0,0.001778953610363545,0.36112758290379965,0.0,0.0,0.2455868266204443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00342106463531451,0.003147379464489349,0.0,0.0,0.0,0.026365004789490488,0.023035168544451035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nushki
26,0.051826518340348765,0.0,0.0,0.0,0.0,0.04791247484909457,0.15411301745127004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032130269086961136,0.0,0.0,0.0,0.0,0.2225409734413698,0.414244335526085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,panjgur
27,0.2303675689108885,0.0,0.0,0.6250968603594754,0.0,0.0,0.042256542256542254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005684255684255684,0.06853099472506011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lasbela
28,0.0,0.0,0.0,0.0,0.0,0.0,0.22147187854290926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,washuk
29,0.0,0.0,0.0,0.0,0.0,0.0,0.1456732247156471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3708884106978174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gawadar
30,0.13748259820698155,0.0,0.02132466157390409,0.04790951074269048,0.0,0.05783870674870502,0.38069154499448515,3.609754588255922e-05,0.0,0.07388850259759028,0.0,0.004167685700853994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005569335650451993,0.0,0.13849641733899173,0.0002901021605916299,0.0004573134040965653,0.0,0.0029233479156157223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002055536184214186,0.0,0.0,0.0,0.09506513602003164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peshawar
31,0.3379160247525754,0.0,0.03620051267445172,0.0,0.0,0.016084960143227127,0.09321533923303835,0.0,0.0,0.07105845933581996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004084010004454038,0.0,0.27214030596467487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16930038789175858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nowshera
32,0.05286274195485277,0.0,0.024606513599464946,0.061738226755679054,0.0,0.0,0.0907643845715626,0.0,0.0,0.0026808753057873396,0.0,0.0006199524144633223,0.0,0.0,0.0038994340510112736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727260687672959,0.00027017899358324887,0.0,0.0,0.045450407392234514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4055228977657784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,charsadda
33,0.1305284539131437,0.0,0.019143927370797578,0.020416425506008723,0.0,0.08722334364252374,0.4681378440438244,0.0,0.0,0.0558442100045716,0.0,0.0010287777839986564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014311908627736409,0.0,0.09793675869322413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06528281432254363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mardan
34,0.08032474208589371,0.0,0.0076249389114964065,0.09231060593054007,0.0,0.1105401768418728,0.19149930198322682,0.0,0.0,0.035753290797263894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2624309176940556,0.0,0.0,0.0,0.019247370660830446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12581025650242342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swabi
35,0.04512569154915049,0.0,0.017379377398128375,0.18998322589616815,0.0,0.005264632296828663,0.11634108128017295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2866887446682071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2463386538498461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kohat
36,0.054261424017003186,0.0,0.235189297508274,0.1553731304778376,0.0,0.0,0.2762944518146535,0.0,0.0,0.0,0.0,0.007314036725801431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14784876110478828,0.0,0.0,0.0,0.006892720956607936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006318082788671024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karak
37,0.0,0.0,0.0,0.1579027387745024,0.0,0.0,0.3431702968653895,0.0,0.0,0.05252422233554309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19819522943264978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10041824150807335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hangu
38,0.0470742754875146,0.0,0.0007568501950524422,0.2354142841631565,0.0,0.0,0.11281508726331899,0.0,0.0,0.2640503527918453,0.0,0.030320910830659558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006751519091795653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002541521642645238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007838479809976246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abbottabad
39,0.014611270444151616,0.0,0.0,0.243923925981666,0.0,0.0025402069567385614,0.05869075568940305,0.0,0.0,0.3248266363282418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011627005658476088,0.02817603790051116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,haripur
40,0.008739545337312552,0.0,0.0032284674895171166,0.2698424430306376,0.0,0.21771033160793585,0.19716097035003866,0.0,0.0,0.04312491477715185,0.0,0.014240517260710836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03614546165501735,0.0,0.0,0.0,0.0,0.0,0.0,0.0015843189270844848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06217021895384104,0.0003979219630816845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mansehra
41,0.0,0.0,0.0,0.4019589261860406,0.0,0.09247567617385305,0.4965537180290315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00901167961107488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,battagram
42,0.05017317917947217,0.0,0.008756524708522367,0.11848857097676635,0.0,0.0,0.4506733031303245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kohistan
43,0.12645702434116873,0.0,0.0,0.15397573469434397,0.0,0.0,0.12345761645871425,0.0,0.0,0.005561822434727061,0.0,0.0023988622747201393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006428373510667775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006143584342636476,0.0,0.0,0.0,0.150441960878414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dikhan
