,ANP,PPP,IND,AQP,JUI,PTI,PPP-SB,NPP-WG,HPG,PKMAP,TIP,PAP,PML-N,PML-J,JUI-S,PML-J Chattha,JUP-Noorani,PPP-ZAB,PML-Q Shuja,NPP,JMP,PSL,MJAH,MIP,PDP,KT,TI,AI,WP,SI,AIMP,SNP,JWP,PMI,UNA,MQM-H,MKP-KBG,AT,PKQP,PML-F,MWM,PakNP,ST,BNP,BNM,KJPP,JQM,JIP,District
0,0.6331832395249478,0.19334677988223736,0.008176380040807705,0.00043049295836518103,0.09286686713642416,0.03252397408853582,0.023891825255652022,0.004824738566491629,0.00472001555884685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peshawar
1,0.6276288838242506,0.32041369760263105,0.008366269509275019,0.0,0.0,0.043591149063843294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nowshera
2,0.5212850616495555,0.0,0.0,0.0,0.34123888588691853,0.0,0.05411406395834357,0.0,0.0,0.01458957606720047,0.012408508129881613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,charsada
3,0.5012553316156602,0.23662356812636282,0.0,0.008194386031556526,0.0,0.08572077085345278,0.0,0.0,0.009507548333013328,0.0,0.0026930225616953155,0.033476237637194914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mardan
4,0.37538171536286524,0.11573044297832234,0.0,0.019142318567389256,0.0,0.03876531573986805,0.022610744580584353,0.0,0.0,0.0,0.0,0.016682375117813383,0.3448539114043355,0.009792648444863336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swabi
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0619436474656073,0.0,0.0,0.0,0.0,0.0,0.6559258441845067,0.0,0.05340984330169941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kohat
6,0.4112231555945622,0.0,0.0,0.0,0.0,0.04766169332449714,0.0,0.0,0.0,0.0,0.0,0.0,0.10648206193691677,0.0,0.029625118661675415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karak
7,0.0,0.025337334215346556,0.11609898274088468,0.0,0.0024695460848240375,0.04816320242489709,0.00805037644820829,0.0,0.0,0.0,0.0,0.0,0.6718194096036648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abbottabad
8,0.0,0.061636641893311195,0.11597131225430866,0.0,0.0,0.09069448751162813,0.0,0.0,0.0,0.0,0.0,0.0,0.731697558340752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,haripur
9,0.0,0.0,0.0,0.0,0.13882728119791599,0.005531568655756637,0.0,0.0,0.0,0.0,0.0,0.0,0.4661468941360196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mansehra
