Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
12,Faqir Syed Azizuddin,IND,35,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
13,Abdul Rauf Khan Sasoli (R),IND,33,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
14,M. Arif Siddiqi,IND,20,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
15,M. Tariq Ghani,IND,15,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
16,M. Aslam Kashmiri,IND,14,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
Winner,Ijaz Mehmood,HPG,32554,61,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
2,Syed Hafeezuddin,PML-N,14722,27,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
3,Sheikh M. Saeed Chawla,PPP,2847,5,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
4,Tahseen Zafar,MQM-H,1346,3,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
5,Syed Marghoob Hussain,PTI,954,2,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
6,M. Zafar Khan,IND,260,0,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
7,Abdul Sadiq Khan,PPP-SB,188,0,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
8,Mehfooz-ul-Nabi Khan,IND,179,0,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
9,M. Ayub Khan,IND,177,0,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
10,M. Ayub,IND,66,0,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
11,M. Wasay Jalil,IND,60,0,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
12,Arshad Ali Khan,IND,32,0,205401,53385,384,26%,NA-192 Karachi East-I,National,1997
Winner,Dr. Nishat Malik,HPG,36738,57,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
2,Abu Bakar Shaikhani,PML-N,22328,34,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
3,Afzal Ahmad Sheikh,PTI,2345,4,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
4,Fouzia Wahab,PPP,1705,3,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
5,Kh. M. Sharful Islam,MQM-H,702,1,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
6,Ijaz Ahmad Khan,PPP-SB,241,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
7,Rehmat Illahi Sheikh,IND,118,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
8,M. Younas,IND,116,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
9,Fatehyab Ali Khan,IND,103,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
10,Mohsin,IND,35,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
11,Rajab Ali Naimi,IND,29,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
12,Mehmood-ul-Haq,JUP-Noorani,29,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
13,M. Wasey Jalil,IND,10,0,270797,64499,409,24%,NA-193 Karachi East-II,National,1997
Winner,M. Arif Khan,HPG,38637,60,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
2,Tubah Durrani,PML-N,12945,20,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
3,Haji Muzaffar Ali Shijrah,IND,7226,11,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
4,Nazir Ahmad,MQM-H,3150,5,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
5,M. Zubair Khan,PTI,580,1,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
6,Farzana Latif,PPP-SB,390,1,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
7,Abdur Rauf Sheikh,IND,138,0,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
8,M. Aslam,SI,137,0,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
9,Qazi Khalid Ali Adv.,IND,130,0,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
10,Sohail Anjum Adv.,WP,45,0,219609,63378,943,29%,NA-194 Karachi East-cum-Malir (GE-1993 NA-194 Karachi East-III),National,1997
Winner,Sheikh Liaqat Hussain,HPG,26692,32,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
2,Sahabzada Muneeruddin Khan,PML-N,19949,24,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
3,Naseeruddin,MQM-H,11568,14,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
4,Nabi Dad Khan (N. D. Khan),PPP,10771,13,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
5,Jam Sultan Ahmad,PPP-SB,9028,11,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
6,Amanullah Paracha,PTI,1981,2,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
7,Qari Sher Afzal Khan,JUI,882,1,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
8,Naseem Khan,PMI,669,1,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
9,Syed Mehmood Hussain Hashmi,IND,180,0,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
10,Baba-e-Mazdoor Umar Hayat,IND,127,0,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
11,M. Shabir Shamsi,IND,113,0,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
12,Dr. Arif Alvi,MKP-KBG,94,0,308731,82054,1398,27%,NA-195 Malir-cum-Karachi East-I (GE-1993 NA-195 Karachi East-IV),National,1997
Winner,M. Farrukh Naeem Siddiqi,HPG,44394,57,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
2,Abdullah Murad,PPP,14169,18,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
3,Rahila Tiwana,PML-N,11127,14,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
4,Sardar Akhtar Ali Baloch,PPP-SB,4161,5,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
5,Waqar Ahmad Farooqi,MQM-H,1528,2,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
6,S. Atiq-ur-Rehman Shah Hashmi,PTI,1022,1,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
7,Nisar Ahmad Magsi Adv.,ST,173,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
8,Arshad Ali Khan,IND,140,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
9,Dildar Hussain Barbat,IND,138,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
10,M. Afzal Rana,PDP,116,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
11,M. Mubin Pirzada,IND,84,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
12,Syed Ashfaq Hussain,IND,58,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
13,Akhlaq Ahmad Bughio,IND,57,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
14,M. Sabir Shamsi,IND,46,0,288980,77213,1072,27%,NA-196 Malir-cum-Karachi East-II (GE-1993 Karachi East-V),National,1997
Winner,Mir Atif Ali Sanjarani,PML-N,25261,23,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
2,Hafiz Hussain Ahmad,JUI,18700,17,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
3,Sardar Fateh M. M. Hasni,PPP,17473,16,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
4,Mehmood Khan Achakzai,PKMAP,14187,13,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
5,Dr. Abdul Hakeem Lehri,BNP,13703,12,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
6,Ghulam Ali Hyderi,IND,6701,6,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
7,M. Hashim Breach,IND,3022,3,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
8,Khuda-e-Noor,JWP,2624,2,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
9,Arbab Abdul Zahir Kasi,ANP,1638,1,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
10,Akbar Sher Babar,PTI,1562,1,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
11,M. Sadiq Kurd,HPG,1283,1,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
12,Dr. M. Ishaq Baloch,BNM,899,1,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
13,M. Sarwar Khan Kakar,PML-J,707,1,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
14,Sardar Nisar Ali Khan,IND,582,1,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
15,Malik Sher Zaman Kakar,KJPP,553,1,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
16,Agha Mehboob Shah,PPP-SB,215,0,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
17,Dr. Sardar M. Hussain,IND,126,0,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
18,Mir Abdul Khaliq M. Hasni,PML-Q Shuja,105,0,411039,109341,1243,27%,NA-197 Quetta-cum-Chagai,National,1997
Winner,Molvi Abdul Ghani,JUI,25476,33,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
2,M. Sarwar Khan Kakar,PML-J,22694,29,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
3,Mehmood Khan Achakzai,PKMAP,22388,29,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
4,Syed M. Fazal Agha,PML-N,1714,2,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
5,M. Wasey Tareen Adv.,PPP,1507,2,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
6,Haji Jalani Khan,ANP,913,1,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
7,Abdul Jaleel,IND,114,0,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
8,Abdul Ghaffar,KJPP,83,0,366817,74889,2899,21%,NA-198 Pishin-cum-Killa Abdullah,National,1997
Winner,Sardar M. Yaqoob Khan Nasir,PML-N,20428,35,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
2,Haji Gul M. Khan Dummar,JUI,14423,25,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
3,Mir Baz M. Khetran,PPP,11515,20,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
4,Sardar M. Azam Khan,PKMAP,2814,5,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
5,M. Israr Tareen,IND,790,1,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
6,Sardar Dur M. Nasir,IND,756,1,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
7,Abdul Majeed Khetran,BNM,686,1,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
8,Wadera Amir M. Khan Khetran,IND,644,1,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
9,Sardar Jamil-ur-Rehman,IND,624,1,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
10,Sardar M. Ashraf Khan Kakar,KJPP,611,1,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
11,M. Asad,PTI,604,1,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
12,Dr. M. Azeem Khan Jogezai,ANP,248,0,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
13,Wazir M. Nasir,IND,195,0,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
14,Qazi M. Aslam,IND,149,0,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
15,Haji Habibullah Khan Kudezai,IND,131,0,227460,54618,3152,25%,NA-199 Loralai-cum-Barkhan-cum-Musakhel,National,1997
Winner,Molvi M. Khan Sherani,JUI,14679,39,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
2,Nawab M. Ayyaz Khan Jogezai,PKMAP,7180,19,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
3,Sardar Wazir Ahmad Jogezai,JUI-S,6012,16,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
4,Jaffar Khan Mandokhel,PML-N,4249,11,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
5,Malik Shamsuddin Kakar,KJPP,2160,6,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
6,Malik Khalid Hasan Mandokhel,PTI,565,2,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
7,Haji Akhter Muhammad,PPP,299,1,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
8,M. Ibrahim Sherani,IND,277,1,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
9,Fazal Karam,IND,255,1,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
10,Karim Dad Mandokhel (R),IND,224,1,250172,35900,1292,15%,NA-200 Zhob-cum-Killa Saifullah,National,1997
Winner,Sardar Yar M. Rind,JWP,26363,54,264790,46349,2666,19%,NA-201 Bolan-cum-Jhal Magsi,National,1997
2,Mir Tariq Hussain Magsi,PML-N,19986,41,264790,46349,2666,19%,NA-201 Bolan-cum-Jhal Magsi,National,1997
Winner,Nawab M. Akbar Khan Bugti,JWP,29276,47,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
2,Nawab M. Ayaz Khan,PKMAP,9690,16,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
3,Dilawar Khan Kakar,JUI,5400,9,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
4,Mir Baz M. Bijarani Mari,IND,3791,6,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
5,Raziq Bugti,IND,3231,5,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
6,Nawabzada Mir Hunza,IND,2978,5,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
7,Khuda-i-Dad,ANP,2306,4,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
8,Shahid Amin,BNM,1967,3,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
9,M. Yaqoob Ziaratwal,PPP,1140,2,246940,59779,2389,25%,NA-202 Sibi-cum-Dera Bughti-cum-Kohlu-cum-Ziarat,National,1997
Winner,Mir Faridullah Khan Jamali,IND,18703,32,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
2,Izhar Hussain Khoso,BNP,13369,23,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
3,M. Sadiq Umrani,PPP,7500,13,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
4,Mir Obaidullah Jamoot,JQM,6098,11,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
5,Mir Manzoor Ahmad Khoso,JWP,2709,5,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
6,Dr. Hafiz-ur-Rehman Khosa,JUI,2554,4,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
7,Mir Ali Dost Jamali,IND,1116,2,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
8,Sardar Fateh Ali Khan Umrani,IND,749,1,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
9,Dr. Abdul Hayee Baloch,BNM,655,1,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
10,Ahmad Ali Khan,IND,500,1,287570,53953,4058,20%,NA-203 Jaffarabad-cum-Nasirabad,National,1997
Winner,Sardar M. Akhter Mengal,BNP,26775,40,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
2,Molvi Abdul Ghafoor Haideri,JUI,17126,25,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
3,Dr. Abdul Hayee,BNM,16165,24,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
4,Mir Ali Ahmad,JWP,3014,4,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
5,Abdul Hafeez,JIP,1006,1,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
6,Mir Khalid Khan Nousherwani,IND,698,1,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
7,Mir M. Ismail,IND,240,0,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
8,Mir Abdul Qayoom,IND,135,0,305160,65159,2503,22%,NA-204 Kalat-cum-Mastung-cum-Kharan,National,1997
Winner,Mir M. Hassil Khan Baznenjo,BNP,25615,50,246732,48257,2709,21%,NA-205 Khuzdar-cum-Awaran,National,1997
2,Mir M. Ayub Jatak,BNM,19825,39,246732,48257,2709,21%,NA-205 Khuzdar-cum-Awaran,National,1997
3,M. Akbar Mengal,IND,1087,2,246732,48257,2709,21%,NA-205 Khuzdar-cum-Awaran,National,1997
4,Khair Jan Baloch,PPP,931,2,246732,48257,2709,21%,NA-205 Khuzdar-cum-Awaran,National,1997
5,Javed Ahmad,PPP-SB,799,2,246732,48257,2709,21%,NA-205 Khuzdar-cum-Awaran,National,1997
Winner,Shahzada Jam M. Yusuf,PML-N,33026,54,199228,58265,2918,31%,NA-206 Lasbela-cum-Gawadar,National,1997
2,Ghulam Akbar Lasi,PPP,11725,19,199228,58265,2918,31%,NA-206 Lasbela-cum-Gawadar,National,1997
3,Mir Hassil Khan Bazenjo,BNP,5454,9,199228,58265,2918,31%,NA-206 Lasbela-cum-Gawadar,National,1997
4,Rajab Ali Rind,BNM,4294,7,199228,58265,2918,31%,NA-206 Lasbela-cum-Gawadar,National,1997
5,Abdul Rahim Zafar,JWP,1779,3,199228,58265,2918,31%,NA-206 Lasbela-cum-Gawadar,National,1997
6,Molvi M. Yaqoob Sasoli,IND,1061,2,199228,58265,2918,31%,NA-206 Lasbela-cum-Gawadar,National,1997
7,Abdul Hameed,IND,926,2,199228,58265,2918,31%,NA-206 Lasbela-cum-Gawadar,National,1997
Winner,Shakeel Ahmad Baloch Adv.,BNP,39838,54,243554,73000,245,30%,NA-207 Turbat-cum-Panjgur,National,1997
2,Dr. M. Yasin Baloch,BNM,27863,38,243554,73000,245,30%,NA-207 Turbat-cum-Panjgur,National,1997
3,Rehmatullah Molvi,JUI,5299,7,243554,73000,245,30%,NA-207 Turbat-cum-Panjgur,National,1997
,,,,,,,,,,National,1997
,,,,,,,,,,National,1997
