Province,Constituency Number (ID),Constituency Name
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-4 ,Swat-III
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-5 ,Upper Dir
KPK,NA-6 ,Lower Dir-I
KPK,NA-6 ,Lower Dir-I
KPK,NA-6 ,Lower Dir-I
KPK,NA-6 ,Lower Dir-I
KPK,NA-6 ,Lower Dir-I
KPK,NA-6 ,Lower Dir-I
KPK,NA-6 ,Lower Dir-I
KPK,NA-6 ,Lower Dir-I
KPK,NA-7 ,Lower Dir-II
KPK,NA-7 ,Lower Dir-II
KPK,NA-7 ,Lower Dir-II
KPK,NA-7 ,Lower Dir-II
KPK,NA-7 ,Lower Dir-II
KPK,NA-7 ,Lower Dir-II
KPK,NA-7 ,Lower Dir-II
KPK,NA-7 ,Lower Dir-II
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-8 ,Malakand
KPK,NA-9 ,Buner
KPK,NA-9 ,Buner
KPK,NA-9 ,Buner
KPK,NA-9 ,Buner
KPK,NA-9 ,Buner
KPK,NA-9 ,Buner
KPK,NA-9 ,Buner
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-10 ,Shangla
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-11 ,Kohistan-cum-Lower Kolai Pallas Kohistan
KPK,NA-12 ,Battagram
KPK,NA-12 ,Battagram
KPK,NA-12 ,Battagram
KPK,NA-12 ,Battagram
KPK,NA-12 ,Battagram
KPK,NA-12 ,Battagram
KPK,NA-12 ,Battagram
KPK,NA-12 ,Battagram
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-13 ,Mansehra-I
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-14 ,Mansehra-cum-Torghar
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-15 ,Abbottabad-I
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-16 ,Abbottabad-II
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-17 ,Haripur
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-18 ,Swabi-I
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-19 ,Swabi-II
KPK,NA-20 ,Mardan-I
KPK,NA-20 ,Mardan-I
KPK,NA-20 ,Mardan-I
KPK,NA-20 ,Mardan-I
KPK,NA-20 ,Mardan-I
KPK,NA-21 ,Mardan-II
KPK,NA-21 ,Mardan-II
KPK,NA-21 ,Mardan-II
KPK,NA-21 ,Mardan-II
KPK,NA-21 ,Mardan-II
KPK,NA-21 ,Mardan-II
KPK,NA-22 ,Mardan-III
KPK,NA-22 ,Mardan-III
KPK,NA-22 ,Mardan-III
KPK,NA-22 ,Mardan-III
KPK,NA-22 ,Mardan-III
KPK,NA-22 ,Mardan-III
KPK,NA-22 ,Mardan-III
KPK,NA-23 ,Charsadda-I
KPK,NA-23 ,Charsadda-I
KPK,NA-23 ,Charsadda-I
KPK,NA-23 ,Charsadda-I
KPK,NA-23 ,Charsadda-I
KPK,NA-23 ,Charsadda-I
KPK,NA-23 ,Charsadda-I
KPK,NA-24 ,Charsadda-II
KPK,NA-24 ,Charsadda-II
KPK,NA-24 ,Charsadda-II
KPK,NA-24 ,Charsadda-II
KPK,NA-24 ,Charsadda-II
KPK,NA-24 ,Charsadda-II
KPK,NA-24 ,Charsadda-II
KPK,NA-24 ,Charsadda-II
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-25 ,Nowshera-I
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-26 ,Nowshera-II
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-27 ,Peshawar-I
KPK,NA-28 ,Peshawar-II
KPK,NA-28 ,Peshawar-II
KPK,NA-28 ,Peshawar-II
KPK,NA-28 ,Peshawar-II
KPK,NA-28 ,Peshawar-II
KPK,NA-28 ,Peshawar-II
KPK,NA-29 ,Peshawar-III
KPK,NA-29 ,Peshawar-III
KPK,NA-29 ,Peshawar-III
KPK,NA-29 ,Peshawar-III
KPK,NA-29 ,Peshawar-III
KPK,NA-30,Peshawar-IV
KPK,NA-30,Peshawar-IV
KPK,NA-30,Peshawar-IV
KPK,NA-30,Peshawar-IV
KPK,NA-30,Peshawar-IV
KPK,NA-30,Peshawar-IV
KPK,NA-30,Peshawar-IV
KPK,NA-30,Peshawar-IV
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-31 ,Peshawar-V
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-32 ,Kohat
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-33 ,Hangu
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-34 ,Karak
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-35 ,Bannu
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-36 ,LAKKI MARWAT
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-37,Tank
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-38,Dera Ismail Khan-I
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-39 ,Dera Ismail Khan-II
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-40 ,Tribal Area-I
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-41 ,Tribal Area - II
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-42 ,Tribal Area - III
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-43 ,Tribal Area - IV
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-44 ,Tribal Area - V
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-45 ,Tribal Area - VI
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-46 ,Tribal Area - VII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-47 ,Tribal Area - VIII 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-48 ,TRIBAL AREA-IX NORTH WAZIR1STAN TRIBAL DISTRICT 
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-49 ,Tribal Area - X
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-50 ,Tribal Area - XI
KPK,NA-51 ,Tribal Area - XII
KPK,NA-51 ,Tribal Area - XII
KPK,NA-51 ,Tribal Area - XII
KPK,NA-51 ,Tribal Area - XII
KPK,NA-51 ,Tribal Area - XII
